activity,student,window_idx,accelerometer_y_var,accelerometer_z_var,accelerometer_x_min,gravity_mag_kurt,accelerometer_x_max,gyroscope_y_range,gravity_z_min,gravity_y_median,gravity_y_max,gravity_x_max,gravity_x_min,accelerometer_z_kurt,gravity_z_var,accelerometer_z_iqr,accelerometer_mag_kurt,gyroscope_y_kurt,gravity_z_max,gyroscope_x_kurt,gravity_z_range,accelerometer_z_fft_dom_freq_hz,accelerometer_x_kurt,accelerometer_y_kurt,gravity_y_var,gravity_x_kurt,gravity_x_var,gyroscope_mag_kurt,gravity_x_rms,gravity_z_rms,gravity_x_range,accelerometer_mag_fft_dom_freq_hz,gravity_z_kurt,gravity_y_kurt,accelerometer_x_mean,gyroscope_z_kurt,gyroscope_y_fft_dom_freq_hz,accelerometer_y_fft_dom_freq_hz,gyroscope_x_max,gyroscope_z_min,accelerometer_x_fft_dom_freq_hz,gyroscope_z_max,gyroscope_z_fft_dom_freq_hz,gravity_y_iqr,gyroscope_x_iqr,gravity_mag_fft_dom_freq_hz,gyroscope_z_var,accelerometer_z_mean,gravity_y_skew,accelerometer_mag_min,gravity_sma,accelerometer_z_median,gyroscope_x_fft_dom_freq_hz,accelerometer_y_skew,accelerometer_y_median,gyroscope_y_skew,gyroscope_z_skew,gyroscope_mag_fft_dom_freq_hz,gravity_x_skew,accelerometer_x_skew,gyroscope_x_skew,gravity_z_mad,accelerometer_z_skew,gravity_yz_corr,gravity_z_skew,gravity_y_fft_dom_freq_hz,gravity_mag_spec_entropy,gyroscope_mag_skew,gyroscope_mag_spec_entropy,gyroscope_mag_iqr,gravity_x_fft_dom_freq_hz,gravity_xy_corr,accelerometer_mag_skew,gyroscope_z_iqr,gyroscope_z_spec_entropy,accelerometer_y_mean,gravity_x_mad,gravity_xz_corr,gravity_y_mad,gyroscope_x_spec_entropy,gravity_x_spec_entropy,gyroscope_y_spec_entropy,accelerometer_mag_spec_entropy,gravity_y_spec_entropy,gravity_z_spec_entropy,gyroscope_x_median,accelerometer_z_spec_entropy,accelerometer_y_spec_entropy,gyroscope_xz_corr,gyroscope_xy_corr,gravity_z_fft_dom_freq_hz,gyroscope_yz_corr,accelerometer_yz_corr,accelerometer_xz_corr,accelerometer_x_spec_entropy,accelerometer_xy_corr,gyroscope_x_mean,gyroscope_mag_min,gyroscope_z_mean,gyroscope_y_median,gyroscope_y_mean,gyroscope_z_median
Running,Student1,0,87.72845414062724,15.40164515448045,-11.72969545288682,12.626514250952315,22.62802425302863,14.071223974227905,-0.9596533158423378,-9.67437649575621,-9.31529154717922,3.030609366033226,-1.8802802970673889,6.741763955959289,0.6456222706840454,2.6116347064977514,7.613508627635403,2.3028222944840717,2.465856591177732,2.3746719817839477,3.42550990702007,7.0,2.416788754144598,5.712665297038756,0.01658522944413602,-0.2169892958421249,1.2547554983151163,1.3968962170918688,1.1389409842897358,1.425197429257663,4.910889663100615,0.5,-0.32487837692905996,-0.19293966611117686,1.0217713155758568,2.463804294094766,5.5,2.5,3.1226378679275517,-3.153396487236023,2.5,5.177130460739136,2.5,0.20989925330318293,0.7998180221766232,0.5,1.968628107303261,-0.7302695775369733,0.8901416888206248,0.22333724564801766,11.76116899431348,-0.8282508588120341,4.5,-2.1062236086537087,0.37438510130047786,0.7704810716489283,1.250731426352331,0.5,0.2221595256430898,0.8364130829615812,-0.2291892894576648,0.6530114154797049,1.6198696297573296,0.4412064694735187,-0.3268839545612562,0.5,3.1217984950054323,1.2686982673439111,2.859742815397339,2.22211248629099,1.5,-0.14526151187006126,2.4566745657112983,0.8401716947555542,2.6439356625773613,-0.5699309929014297,0.5704823954155203,-0.6631393395889043,0.0820949303627021,2.84743570786222,1.8309089550098754,3.073306503419016,3.034194628874144,1.855459134857775,1.7409101529244362,-0.07934485422447315,3.1618333065693216,2.6857708864522176,0.30632473828156254,-0.3059530782927033,1.0,0.1315328890874261,0.12092472337580544,-0.08213618781340833,2.980653047314594,-0.5538970438513238,-0.010997394802980126,0.172362090376068,0.15908092078519986,0.013124191202223301,-0.045185745246708396,-0.06606176448985926
Running,Student1,1,209.26800150872617,40.52574633637782,-16.669059150000002,3.6164874831821754,30.604843675,14.265389321,-1.995475752,-9.63052011075,-8.2196634245,5.0241190785,-0.6263089755,6.5001531912833865,1.3021510877455367,4.745153824125,2.2475020100218135,3.204318188348193,1.9072150655,1.7720863683952812,3.9026908175,6.5,1.1929088331907574,0.34416780197543595,0.20026412706873378,-0.9308591833356181,3.2457165882929453,5.814939895420727,2.335510155559774,1.2782787689607975,5.650428054,6.5,-0.4796187597036812,0.3911308464115537,0.9570565543425,-0.2230930163040461,6.5,2.5,3.9606761935,-3.53712666,2.5,5.228025435999999,1.5,0.4414152951249992,2.222268663375,2.5,3.653641429996168,-0.46053738242999986,1.3525792471189457,3.5364728111070978,12.181528768275,-1.354896058,1.5,-1.1357828705066366,3.26149127475,1.3237814537480386,0.29435598030767496,2.5,0.7521980043565373,0.7399166202910987,-0.9797712169471896,0.7233277822499999,1.8823433002700973,-0.7932146053593384,-0.7942316362361431,1.0,3.1019316310420084,2.011424042565994,3.2256263212884395,1.8650054549639696,1.0,0.9452686534652681,1.692227347089013,2.509803295,2.437649342628921,-1.67035376125,0.96742510525,-0.7868740511753419,0.10660466374999888,2.5958522046156842,1.4349144876746622,2.988548425115981,3.1282274579370806,1.570974081662313,1.5047598265885167,0.18838189900000002,3.003637922980461,2.0655649453193505,0.26313789192596215,-0.398580528385575,1.0,0.018502462389469974,0.21463583366751574,-0.37509080022120334,2.764729658173583,-0.44610343796712704,-0.10368670020249998,0.6459870951567789,0.10625343630999996,-0.046339087249999994,0.05427335645250004,0.27905565125
Running,Student1,2,111.29072599598582,30.036868252919113,-20.189715740120413,4.364337371574952,26.526226454311605,16.69170832633972,-3.2816225008174777,-9.369513405101747,-8.254543599613012,4.884724782817811,-1.2277109627993776,1.6595512950890363,3.503663909693596,5.3540267770553,3.367043582270611,4.046273533981314,3.197789056224376,0.3076844377742276,6.479411557041853,2.5,1.2192442088328335,2.2241738090599954,0.17364089722231685,-0.6755660178671477,2.2694680650921475,3.171089579781815,2.498269307770881,1.8687836041701966,6.112435745617189,0.5,-1.2850694257060566,0.22994526672486693,-0.5506518917209553,0.04536593737881933,4.0,2.5,3.540875792503357,-4.060786128044128,2.5,4.363019824028015,2.5,0.4543904389727853,2.409456104040146,2.5,2.8141364214855082,-0.33855450604034387,1.043028946751012,2.094360441799002,13.074498007125621,-0.5349066487766803,1.0,-1.2440557842041005,-0.17875687686875455,0.8548589178268116,-0.0899659083178749,0.5,-0.1362853494511834,0.5210821073610942,-0.33649414294602664,1.7571309123768355,0.2599156226597254,-0.6199237684540129,-0.004349742896139998,2.5,3.112793397845999,1.410899453971384,2.996621229506167,2.0945006845582745,1.0,0.8589386907646603,1.7383499101299857,2.3426412791013718,2.454203045926864,-1.8038594288244247,1.1285596288966946,-0.6879048482440333,0.23127514574378694,2.306883960621085,1.6666264123823344,3.2102373655308454,3.185741467181696,1.6594179942584306,1.2339575797722087,-0.2569114733487367,3.147914934430929,2.5939970970350084,0.4385772076767831,-0.3197666290266056,1.0,0.05030533460991884,0.08624051086288324,-0.5387778410178987,2.9227217617354238,0.0018921782620445668,-0.13157410722691565,0.428956788594235,0.06359822398982942,0.3416265584528445,0.095780214574188,0.09729134850203985
Running,Student1,3,183.8579450359076,120.91582193693364,-13.0572837805748,13.473329489812961,28.13182274508476,15.942102432250977,-3.3585923432514067,-9.14616320713833,-8.189223278440535,2.465522390787303,-0.8302097377948463,2.4623375065954747,8.577377822234837,11.89717997124344,2.19701095748076,0.3087178759374152,5.33890691280216,0.36159211033189065,8.697499256053566,1.5,2.9835826924416313,-0.09521295314976186,0.19421163799685964,-0.8621295908506879,0.7752598961012616,0.6805445342943734,1.4558450304156354,3.5147181224808564,3.2957321285821495,7.0,-1.4161267112679987,-1.3019989464144466,0.11794419954457457,3.139131601439214,7.0,2.5,5.726044654846191,-5.48565411567688,5.5,2.2794907093048096,1.5,0.8017962018024178,4.147693529725075,2.5,1.8972502422879094,-0.44323568599086316,0.3163412472136885,2.7843861031340027,13.45447072779553,-3.287011208118498,1.5,-0.909496024810404,2.4440365351662034,-0.19794359995481828,-1.4458150383491661,3.0,-0.43602120751915757,0.8622705624583836,-0.5691504519999525,1.900844726994634,1.170443861386089,0.754133727914035,-0.46125097175777624,1.5,3.1181357322584593,0.9421574519367601,2.787411828707124,2.9685076585106396,1.5,-0.586451895124353,1.534045084126056,1.1781163159757853,2.5806914570611807,-1.536564258523777,0.6806419661345893,-0.7734371227356396,0.3577298807062208,1.7782408558237324,1.8544746054748957,2.9375453116931016,2.920302176896696,1.5996629917891017,1.0583486611609774,-0.1973678232170641,2.884513490921651,2.539625474178777,0.34768989950018625,-0.14110236759651698,1.5,-0.22002017048435335,-0.07421484900323058,-0.534964452385262,2.654800390194028,-0.009566310587749028,-0.22089539184235035,0.22549223606563443,-0.13017774316249414,0.0990129034034907,-0.06321823163889347,0.1703794002532958
Running,Student1,4,153.05277212162713,45.66268869134141,-18.465016684582828,0.7079756126961918,25.763794806104897,14.872343063354492,-2.406600976871699,-9.600607933581617,-8.245407230216266,5.007234871807694,-1.765044656059891,2.8780570900469673,1.664679341040315,6.055684460548591,1.0417868824504755,0.5788877169052089,2.316486040856317,0.11433923294256854,4.723087017728016,6.5,0.8705523436443303,0.17590975152546617,0.1843342083441222,-1.0434601533050796,3.646807984750937,2.509854240257205,2.37692525463058,1.4010742218400227,6.772279527867585,6.5,-0.9411568562668551,0.5728220071596155,0.03340419429836892,-0.915682179359222,6.5,2.5,3.1510586738586426,-4.756279468536377,1.5,4.998819589614868,1.5,0.46768619307130876,2.6855758279561996,2.5,5.1490600974547185,-0.23822476833620293,1.3487334913067779,3.429256797772001,12.393944428075775,-1.4638911239804702,4.0,-1.0410326508399945,4.471438872975856,0.7726519293044384,0.15069701146838546,2.5,0.453625587455663,0.33923917975329027,-0.6333685616847138,0.9805240809055509,1.355626107186655,-0.7096997426938547,-0.5167737629197837,1.5,2.9099332685191457,1.2603659990931566,3.070956513267183,2.3263579723885077,1.5,0.893689666814477,1.3780864398085697,3.6064142510294914,2.3337993214026556,-0.7419763017545192,1.2572807972540379,-0.7267856393959562,0.12503726937994486,2.549656936821521,1.7399570703604843,2.710577660122626,2.998597797421613,1.9758132236724097,1.815640538061558,0.07782117347232995,3.3732637560620926,1.9728385608139276,0.2698047709781447,-0.3795145275467868,1.5,0.18040752584634578,0.16928389588521456,-0.38121440462275696,2.8343659861175574,-0.128919236369278,-0.32056013339664785,0.7820656453624181,-0.16193596340715885,-0.2854516061488539,0.041705271727405485,0.1159009765833616
Running,Student1,5,97.53034913661683,18.030703842376358,-18.782678028142453,1.385393128139027,23.41324874780178,13.061190366744995,-3.7316261760734015,-9.440798333767054,-8.555228089408576,4.128159104035049,-1.217403321133554,4.344831512920201,5.594161792770665,4.34147591069676,3.3022815131271344,1.483327235538324,3.63759706228897,-0.17557070326095836,7.3692232383623715,1.0,3.435557186930657,1.987427043588494,0.08123276227648796,0.5592939290226524,1.3706666724189045,1.4722055629189592,1.5101540985181918,2.362012911977665,5.345562425168604,0.5,-1.4694982364975413,0.16786104348183084,-0.18371100198576723,1.0565960641749799,3.5,2.5,3.408368945121765,-3.810980200767517,1.0,3.998054623603821,1.5,0.3837994108557705,2.0825365632772446,0.5,1.697671155561995,0.028870139924466187,0.7782059910227199,0.35176588372439105,12.651197099698518,-0.15095423931628454,1.0,-1.2495473759031692,0.0536560407333076,0.42858357988164736,0.15452105942154165,0.5,0.8718729481258498,0.505793745507191,-0.05531953516075114,2.297441404374875,1.353454179390022,-0.21200764500536431,-0.02524038872719527,2.5,3.043436071703468,0.9151199531136169,2.7015154751224375,2.3465420816161355,1.0,0.5409084278751296,1.6996430622593455,1.4876438714563847,2.681283337673621,-1.052598728965901,0.6349483624976944,-0.5332626914485487,0.19706600214988157,1.9038836674680313,1.7160372146262108,2.8116651091817575,2.789484872338051,1.6773695504696642,0.9541292445339398,-0.29641904681921005,2.715457423301513,2.557515819646385,0.5040159801313211,-0.376298869533461,1.0,-0.09817668218831682,0.02598740237033687,-0.6467224236312421,2.9657519589041685,-0.19326471382763966,0.01802923861891031,0.42724606330977155,0.04753277223324403,0.31536848098039627,0.3037650503404439,0.031661498942412394
Running,Student1,6,144.75088732168382,44.557908390364815,-18.978765835,1.5797565054323632,25.74440855,15.66653395,-3.2951258335,-9.36248993625,-8.301316164500001,4.682048101,-1.0991653565,1.6858415924906147,4.310959062321609,5.2195639830000005,1.2728986464879206,1.6689809412699503,4.08232572,-0.4628159264048852,7.3774515535,2.5,1.483139508045472,0.20126983644828078,0.18819531415306953,-1.4268254121883874,3.292323581944904,5.360939159828611,2.4890067469459924,2.139956152193838,5.7812134575,6.0,-1.169724760105306,-0.7869963713314321,-0.98745159307,-0.09122729236680893,4.0,2.5,3.7075326445,-3.8894684315,2.5,4.941040039000001,1.0,0.6753357674999982,3.3027621510000005,3.5,3.529332593425899,0.25309183159750004,0.6293553427026466,2.192993949646789,13.012747309894998,-1.64981537175,1.0,-1.0067968726992442,1.54899878975,0.6606755757686402,0.3646606173370183,2.5,0.20922762365770092,0.6188475893308268,-0.30343597070107514,1.82025992725,1.3502574422165492,-0.5623930024084968,-0.12147825660100468,2.5,2.994743848338723,1.6740706090856243,3.056245945572549,1.874799898504353,1.0,0.76908860953878,1.3545223857560416,2.5096638077916666,2.441221883284992,-1.8867827348200001,1.5431478605,-0.8444231275073085,0.2966404747500002,2.30369589788849,1.8326233173245714,2.7975180447785073,2.8488420754325587,1.3538863332664834,1.3468790407732563,-0.226933144,2.9646594377410866,2.1059548402304253,0.6175755849578833,-0.33130299862972845,1.0,-0.032435396557667084,0.01679079265707463,-0.539956268406575,2.7384793003583647,-0.10444886527727315,-0.21902045032,1.0811804099816353,-0.1465871259875,0.12369799999999995,0.3049090106325,-0.08059446049999995
Running,Student1,7,200.973053966841,43.297867432565106,-22.030648726987835,2.8871326694356947,21.532866378599405,16.24123191833496,-2.55834972756654,-9.580316694572568,-8.233388291120528,4.7612451181434094,-1.4331428979627787,2.362399317230487,2.0958030791826947,5.044677517430111,3.0427351485506247,1.163615321133018,2.4468203937310724,0.6172147763135714,5.0051701212976125,6.5,-0.10564691716264596,1.7953624607297503,0.1829815990290782,-1.433898928957762,4.098127400695486,1.4283008080439998,2.4113054322066887,1.4846836916901753,6.194388016106188,6.5,-0.9988074000755365,0.09212996441466492,-1.16636364805355,0.09623053631961742,4.0,2.5,3.3493831157684326,-6.003141641616821,1.5,4.955836296081543,1.5,0.5209359180260442,2.7414702624082565,2.5,4.717902055650017,-0.04572603811723283,1.1757903265519738,2.027091072444006,12.535758269446474,-1.0080134786572312,1.0,-1.4634078376730182,3.505701013055443,0.8162148054418683,-0.46676523418762084,2.5,0.33221518267694594,-0.09901221566659936,-0.6391200153894692,1.0730278848188464,1.0434769948240388,-0.8074585081175786,-0.4773266240623084,2.5,3.0114485227483008,1.0810297560352682,3.2159590674608522,2.163078714462668,1.5,0.8743925553268286,1.7957309499369989,2.785954177379608,2.2893729351198013,-1.4007862722873319,1.55087017312292,-0.8299183337070002,0.1445036018721746,2.5207566645209756,1.5250737605231033,3.018622936672949,2.823878713371888,1.6461232879928016,1.6060054514842534,0.2727946303784847,3.0116513045303512,2.1735965736589398,0.4237836842650012,-0.35845224911017587,1.5,0.11853813140600572,0.1174060775313178,-0.5665494231424788,2.9026731381843156,-0.024241982301459488,0.13262308861128985,0.5801874910018753,0.26392182970885186,-0.19474970549345016,0.05590122675523162,0.6248154938220978
Running,Student1,8,211.4111318658513,84.17925192055237,-14.03278943966329,20.38660619368665,27.98570630118847,16.421942472457886,-3.2141311192162334,-9.243299785418806,-8.19784731440097,2.8347533241949976,-1.0260725381674245,1.6068487617860514,7.7534742209093235,9.584804580576344,1.1189582159133824,0.42920462575464935,5.20756221384108,-0.07399307328155524,8.421693333057313,1.5,2.093335833568837,0.08948312714141737,0.17882077285215534,-0.8235920588818035,0.9566614752256867,0.721643204277644,1.5687192731890276,3.262862414946306,3.860825862362422,6.5,-1.3786676034086,-0.7137502784308514,-0.3233306465751994,2.438375474955852,6.5,2.5,5.608717203140259,-6.851953744888306,1.5,3.139245390892029,1.5,0.6180061530720451,4.290777295827866,2.5,2.789640445672334,0.04801941029940725,0.7384672326827625,2.2693474489101852,13.347898622545813,-1.2996790148906407,1.5,-0.9565675888980771,0.6473654454819857,-0.09160755456434849,-1.2457286750224472,2.5,-0.3842827372193032,0.906890959331738,-0.5375110540314157,2.3702874266107568,0.6703580213523767,0.6841478180375801,-0.32732019757773184,1.5,3.1878126514361247,0.9685707688592492,2.7878849784969044,2.456088664116079,1.5,-0.5208711634432649,1.4005954098778686,1.903908260166645,2.636957881927514,-3.8228550033052566,0.7959080388129687,-0.78631682195289,0.23412863547876306,1.7908924160545514,1.6724683482422924,2.970412294816123,3.0327728794925295,1.7234692101301996,1.2180335815435006,0.3622069954872131,2.713543430463511,2.333721694859985,0.43868853399630897,-0.18195717719357787,1.5,-0.2600154953377206,0.03158869164733157,-0.5462480957162158,2.9570861350786095,-0.11606030008663877,0.03128192881122231,0.5030146526548003,-0.05143756748642772,0.08159731328487395,0.19042656435631217,0.3070999011397362
Running,Student1,9,179.33870774602144,39.614361234719475,-22.491649450945854,2.482310750734782,24.001222823768856,18.539440155029297,-2.277162038466707,-9.589587211742996,-8.475420977722107,4.571816917395592,-1.8212631676923483,3.4082316855097234,1.719840077723497,5.245540427644923,3.8027971149086426,2.6050666031935474,2.444040626819432,1.1418123832389862,4.721202665286139,6.5,0.5754345543145369,1.6849817990970601,0.11431401932817835,-0.9602607313443716,3.920820375179185,3.102296346652336,2.0642384168441468,1.3993892413489522,6.39308008508794,6.5,-0.7586820280166089,1.6362342596373152,0.3055158815499263,-0.07790048408770112,4.0,2.5,2.800093054771424,-5.978242874145508,1.5,5.343006372451782,1.5,0.1975790662385517,2.0220291316509247,2.5,4.985259998976656,-0.6386946744391863,1.633946372450391,1.180437290059126,12.30602776987189,-1.33818275040593,1.5,-1.386111311246845,5.186410704740882,0.9613183591058593,-0.08675802008980088,2.5,0.6614073172342283,-0.20475496398262366,-0.7454527434893322,0.906520333152043,1.1695260079281333,-0.6739886783578725,-0.5542746123791654,2.5,3.171271209678141,1.5224993717689836,3.154445611302837,2.1444856670498282,1.5,0.7964694653323227,1.8365925466637028,2.8314280062913895,2.485931284748253,-0.7211651276019808,1.214015925451275,-0.8192619004741967,0.09878288418278114,2.7768298256066606,1.6856573397134698,3.056072350904189,3.029501962334922,1.7634430680391928,1.6368468467200588,-0.2522227466106415,3.0602193617152196,2.1615104841788497,0.5255433541178263,-0.255447625916821,1.5,0.010723904508320356,0.15619051576276496,-0.4773769841400651,3.0248665629873965,-0.09949214951855521,-0.23002372032031418,0.6528068490340377,-0.0828202828927897,-0.3058301005512476,-0.11351169395493343,0.08854103460907925
