activity,student,window_idx,accelerometer_y_var,accelerometer_z_var,accelerometer_x_min,accelerometer_x_max,gyroscope_y_range,gravity_z_min,gravity_y_median,gravity_y_max,gravity_x_max,gravity_x_min,gravity_z_var,accelerometer_z_iqr,gravity_z_max,gravity_z_range,accelerometer_z_fft_dom_freq_hz,gravity_y_var,gravity_x_var,gravity_z_rms,gravity_x_range,accelerometer_mag_fft_dom_freq_hz,accelerometer_x_mean,gyroscope_y_fft_dom_freq_hz,accelerometer_y_fft_dom_freq_hz,gyroscope_x_max,gyroscope_z_min,gyroscope_z_max,gravity_y_iqr,gyroscope_z_fft_dom_freq_hz,gyroscope_x_iqr,gravity_mag_fft_dom_freq_hz,gyroscope_z_var,accelerometer_z_mean,accelerometer_mag_min,accelerometer_z_median,accelerometer_y_median,gyroscope_mag_fft_dom_freq_hz,gravity_yz_corr,gravity_y_fft_dom_freq_hz,gravity_mag_spec_entropy,gyroscope_mag_spec_entropy,gyroscope_mag_iqr,gravity_xy_corr,gyroscope_z_iqr,accelerometer_y_mean,gyroscope_z_spec_entropy,gravity_y_mad,gyroscope_x_spec_entropy,gravity_z_fft_dom_freq_hz,gyroscope_mag_min,gyroscope_z_mean
Running,Student1,0,87.72845414062724,15.40164515448045,-11.72969545288682,22.62802425302863,14.071223974227905,-0.9596533158423378,-9.67437649575621,-9.31529154717922,3.030609366033226,-1.8802802970673889,0.6456222706840454,2.6116347064977514,2.465856591177732,3.42550990702007,7.0,0.01658522944413602,1.2547554983151163,1.425197429257663,4.910889663100615,0.5,1.0217713155758568,5.5,2.5,3.1226378679275517,-3.153396487236023,5.177130460739136,0.20989925330318293,2.5,0.7998180221766232,0.5,1.968628107303261,-0.7302695775369733,0.22333724564801766,-0.8282508588120341,0.37438510130047786,0.5,0.4412064694735187,0.5,3.1217984950054323,2.859742815397339,2.22211248629099,-0.14526151187006126,0.8401716947555542,-0.5699309929014297,2.6439356625773613,0.0820949303627021,2.84743570786222,1.0,0.172362090376068,0.15908092078519986
Running,Student1,1,209.26800150872617,40.52574633637782,-16.669059150000002,30.604843675,14.265389321,-1.995475752,-9.63052011075,-8.2196634245,5.0241190785,-0.6263089755,1.3021510877455367,4.745153824125,1.9072150655,3.9026908175,6.5,0.20026412706873378,3.2457165882929453,1.2782787689607975,5.650428054,6.5,0.9570565543425,6.5,2.5,3.9606761935,-3.53712666,5.228025435999999,0.4414152951249992,1.5,2.222268663375,2.5,3.653641429996168,-0.46053738242999986,3.5364728111070978,-1.354896058,3.26149127475,2.5,-0.7932146053593384,1.0,3.1019316310420084,3.2256263212884395,1.8650054549639696,0.9452686534652681,2.509803295,-1.67035376125,2.437649342628921,0.10660466374999888,2.5958522046156842,1.0,0.6459870951567789,0.10625343630999996
Running,Student1,2,111.29072599598582,30.036868252919113,-20.189715740120413,26.526226454311605,16.69170832633972,-3.2816225008174777,-9.369513405101747,-8.254543599613012,4.884724782817811,-1.2277109627993776,3.503663909693596,5.3540267770553,3.197789056224376,6.479411557041853,2.5,0.17364089722231685,2.2694680650921475,1.8687836041701966,6.112435745617189,0.5,-0.5506518917209553,4.0,2.5,3.540875792503357,-4.060786128044128,4.363019824028015,0.4543904389727853,2.5,2.409456104040146,2.5,2.8141364214855082,-0.33855450604034387,2.094360441799002,-0.5349066487766803,-0.17875687686875455,0.5,-0.6199237684540129,2.5,3.112793397845999,2.996621229506167,2.0945006845582745,0.8589386907646603,2.3426412791013718,-1.8038594288244247,2.454203045926864,0.23127514574378694,2.306883960621085,1.0,0.428956788594235,0.06359822398982942
Running,Student1,3,183.8579450359076,120.91582193693364,-13.0572837805748,28.13182274508476,15.942102432250977,-3.3585923432514067,-9.14616320713833,-8.189223278440535,2.465522390787303,-0.8302097377948463,8.577377822234837,11.89717997124344,5.33890691280216,8.697499256053566,1.5,0.19421163799685964,0.7752598961012616,3.5147181224808564,3.2957321285821495,7.0,0.11794419954457457,7.0,2.5,5.726044654846191,-5.48565411567688,2.2794907093048096,0.8017962018024178,1.5,4.147693529725075,2.5,1.8972502422879094,-0.44323568599086316,2.7843861031340027,-3.287011208118498,2.4440365351662034,3.0,0.754133727914035,1.5,3.1181357322584593,2.787411828707124,2.9685076585106396,-0.586451895124353,1.1781163159757853,-1.536564258523777,2.5806914570611807,0.3577298807062208,1.7782408558237324,1.5,0.22549223606563443,-0.13017774316249414
Running,Student1,4,153.05277212162713,45.66268869134141,-18.465016684582828,25.763794806104897,14.872343063354492,-2.406600976871699,-9.600607933581617,-8.245407230216266,5.007234871807694,-1.765044656059891,1.664679341040315,6.055684460548591,2.316486040856317,4.723087017728016,6.5,0.1843342083441222,3.646807984750937,1.4010742218400227,6.772279527867585,6.5,0.03340419429836892,6.5,2.5,3.1510586738586426,-4.756279468536377,4.998819589614868,0.46768619307130876,1.5,2.6855758279561996,2.5,5.1490600974547185,-0.23822476833620293,3.429256797772001,-1.4638911239804702,4.471438872975856,2.5,-0.7096997426938547,1.5,2.9099332685191457,3.070956513267183,2.3263579723885077,0.893689666814477,3.6064142510294914,-0.7419763017545192,2.3337993214026556,0.12503726937994486,2.549656936821521,1.5,0.7820656453624181,-0.16193596340715885
Running,Student1,5,97.53034913661683,18.030703842376358,-18.782678028142453,23.41324874780178,13.061190366744995,-3.7316261760734015,-9.440798333767054,-8.555228089408576,4.128159104035049,-1.217403321133554,5.594161792770665,4.34147591069676,3.63759706228897,7.3692232383623715,1.0,0.08123276227648796,1.3706666724189045,2.362012911977665,5.345562425168604,0.5,-0.18371100198576723,3.5,2.5,3.408368945121765,-3.810980200767517,3.998054623603821,0.3837994108557705,1.5,2.0825365632772446,0.5,1.697671155561995,0.028870139924466187,0.35176588372439105,-0.15095423931628454,0.0536560407333076,0.5,-0.21200764500536431,2.5,3.043436071703468,2.7015154751224375,2.3465420816161355,0.5409084278751296,1.4876438714563847,-1.052598728965901,2.681283337673621,0.19706600214988157,1.9038836674680313,1.0,0.42724606330977155,0.04753277223324403
Running,Student1,6,144.75088732168382,44.557908390364815,-18.978765835,25.74440855,15.66653395,-3.2951258335,-9.36248993625,-8.301316164500001,4.682048101,-1.0991653565,4.310959062321609,5.2195639830000005,4.08232572,7.3774515535,2.5,0.18819531415306953,3.292323581944904,2.139956152193838,5.7812134575,6.0,-0.98745159307,4.0,2.5,3.7075326445,-3.8894684315,4.941040039000001,0.6753357674999982,1.0,3.3027621510000005,3.5,3.529332593425899,0.25309183159750004,2.192993949646789,-1.64981537175,1.54899878975,2.5,-0.5623930024084968,2.5,2.994743848338723,3.056245945572549,1.874799898504353,0.76908860953878,2.5096638077916666,-1.8867827348200001,2.441221883284992,0.2966404747500002,2.30369589788849,1.0,1.0811804099816353,-0.1465871259875
Running,Student1,7,200.973053966841,43.297867432565106,-22.030648726987835,21.532866378599405,16.24123191833496,-2.55834972756654,-9.580316694572568,-8.233388291120528,4.7612451181434094,-1.4331428979627787,2.0958030791826947,5.044677517430111,2.4468203937310724,5.0051701212976125,6.5,0.1829815990290782,4.098127400695486,1.4846836916901753,6.194388016106188,6.5,-1.16636364805355,4.0,2.5,3.3493831157684326,-6.003141641616821,4.955836296081543,0.5209359180260442,1.5,2.7414702624082565,2.5,4.717902055650017,-0.04572603811723283,2.027091072444006,-1.0080134786572312,3.505701013055443,2.5,-0.8074585081175786,2.5,3.0114485227483008,3.2159590674608522,2.163078714462668,0.8743925553268286,2.785954177379608,-1.4007862722873319,2.2893729351198013,0.1445036018721746,2.5207566645209756,1.5,0.5801874910018753,0.26392182970885186
Running,Student1,8,211.4111318658513,84.17925192055237,-14.03278943966329,27.98570630118847,16.421942472457886,-3.2141311192162334,-9.243299785418806,-8.19784731440097,2.8347533241949976,-1.0260725381674245,7.7534742209093235,9.584804580576344,5.20756221384108,8.421693333057313,1.5,0.17882077285215534,0.9566614752256867,3.262862414946306,3.860825862362422,6.5,-0.3233306465751994,6.5,2.5,5.608717203140259,-6.851953744888306,3.139245390892029,0.6180061530720451,1.5,4.290777295827866,2.5,2.789640445672334,0.04801941029940725,2.2693474489101852,-1.2996790148906407,0.6473654454819857,2.5,0.6841478180375801,1.5,3.1878126514361247,2.7878849784969044,2.456088664116079,-0.5208711634432649,1.903908260166645,-3.8228550033052566,2.636957881927514,0.23412863547876306,1.7908924160545514,1.5,0.5030146526548003,-0.05143756748642772
Running,Student1,9,179.33870774602144,39.614361234719475,-22.491649450945854,24.001222823768856,18.539440155029297,-2.277162038466707,-9.589587211742996,-8.475420977722107,4.571816917395592,-1.8212631676923483,1.719840077723497,5.245540427644923,2.444040626819432,4.721202665286139,6.5,0.11431401932817835,3.920820375179185,1.3993892413489522,6.39308008508794,6.5,0.3055158815499263,4.0,2.5,2.800093054771424,-5.978242874145508,5.343006372451782,0.1975790662385517,1.5,2.0220291316509247,2.5,4.985259998976656,-0.6386946744391863,1.180437290059126,-1.33818275040593,5.186410704740882,2.5,-0.6739886783578725,2.5,3.171271209678141,3.154445611302837,2.1444856670498282,0.7964694653323227,2.8314280062913895,-0.7211651276019808,2.485931284748253,0.09878288418278114,2.7768298256066606,1.5,0.6528068490340377,-0.0828202828927897
Running,Student1,10,196.09020861072486,54.17080159804662,-21.362177803504466,25.80736389871836,16.299434185028076,-2.7677123167097566,-9.659940266385673,-8.213233976364137,5.08326860243529,-0.8512665543489157,1.664736561171728,5.209299102369975,1.8347810401089488,4.602493356818705,9.5,0.24496025147639172,3.5450335717462886,1.2871434928636323,5.934535156784206,4.0,-0.647511622442164,4.0,2.5,3.6754575967788696,-4.5072340965271,4.503968000411987,0.6961350293479853,1.5,2.6759904474020004,4.0,4.5292422007383095,0.08334066158737055,2.5023084182126003,-0.3655785483799875,4.013634022449701,2.5,-0.801004802952719,1.5,3.1733416574320215,3.180684773509931,1.9616773669379297,0.935567838785496,2.8652805238962173,-1.2350905341210143,2.260707887047591,0.11239157668799304,2.5376805132295095,1.5,0.4168810586629672,-0.017637113817036153
Running,Student1,11,177.01964983747004,40.4464578973827,-20.721594419378043,26.38159118888378,15.587226867675781,-2.350306915785,-9.527842557100204,-8.061900674602388,5.083022810980678,-0.7867281408017501,2.1108823346028496,5.142490259672794,2.3629384338211263,4.713245349606126,6.5,0.20500377050091592,3.3165882192782927,1.5588248174213561,5.869750951782428,6.5,-0.7081142670776532,6.5,2.5,3.882370114326477,-4.115709066390991,5.281090021133423,0.6159831228118406,1.5,2.5974500477313995,2.5,4.04286200411723,0.0639033195542358,4.199134565676926,-0.8878314307561145,5.564744543667137,2.5,-0.8053694081150125,1.5,3.158454376316381,3.380852512081753,1.8509195882886904,0.9175182807261899,2.763269789516926,-0.36211530732925995,2.2877277385395973,0.13748349397704285,2.590044733728021,1.5,0.527032310991979,0.22905852572992444
Running,Student1,12,156.18848744162986,52.09511948141131,-14.89464943,26.3830712,13.0883384925,-2.3459925595,-9.57260582775,-8.1015356425,5.0279237315,-1.0572009955,1.9454880029044903,5.46492493225,2.286323396,4.632315955499999,9.0,0.29494264315342067,4.119453539670278,1.3920831037717514,6.085124726999999,6.5,-0.7299584103525,4.0,2.5,4.4316973685,-4.4163928035,5.389609098499999,0.9123301678749982,1.5,2.597744658625,4.0,5.004570349543386,0.18478412471749997,2.979356568345721,-1.1174586995000002,1.2222365865,2.5,-0.789443324596657,2.5,3.02918988832541,3.0595203796702077,2.2683627328963727,0.9205508423848557,2.92005082975,-2.051945566045,2.238701270817725,0.19846622450000062,2.6274400421052193,1.5,0.3317581619081031,-0.044432530722500016
Running,Student1,13,186.03580568466955,32.79721135536341,-20.97086377923489,24.187064544332024,15.270793676376343,-2.0105383698355404,-9.66141355380863,-8.474900168718396,4.63404541003257,-0.9195381996076551,1.1419400685743524,5.246386943205353,1.704998841224238,3.7155372110597784,6.5,0.14116796232223866,2.423725867504006,1.1395697268895417,5.553583609640225,6.5,0.8428963909038839,4.0,2.5,3.12135648727417,-4.332552433013916,4.510923624038696,0.25783976593390356,1.5,2.2763355150818825,4.0,3.9691920759752954,-0.5806722285211086,1.3279412214102349,-0.6468614232162945,2.0914181522548203,2.5,-0.7797181486736973,1.5,3.218949478461563,3.2808681994014637,1.754323883074703,0.9374127484883572,3.1131377071142197,-1.701901050565466,2.6358780139476363,0.09178732620700991,2.6854891659539213,1.5,0.22197733453503032,0.05182357863523067
