time,seconds_elapsed,z,y,x
1759336151223021600,0.064021484375,9.443403244018555,2.23642635345459,1.410994529724121
1759336151233021700,0.074021728515625,9.44363021850586,2.238913059234619,1.4055203199386597
1759336151263021600,0.104021484375,9.444685935974121,2.2462944984436035,1.3865251541137695
1759336151273021700,0.114021728515625,9.445106506347656,2.248663902282715,1.3797991275787354
1759336151283021600,0.124021484375,9.445530891418457,2.2510135173797607,1.373049259185791
1759336151293021700,0.134021728515625,9.447256088256836,2.2467339038848877,1.368181824684143
1759336151303021600,0.144021484375,9.448114395141602,2.2450506687164307,1.3650126457214355
1759336151313021700,0.154021728515625,9.448321342468262,2.244723081588745,1.3641165494918823
1759336151323022600,0.164022705078125,9.448247909545898,2.24465274810791,1.3647499084472656
1759336151333022500,0.1740224609375,9.447770118713379,2.245836019515991,1.3661073446273804
1759336151343022300,0.184022216796875,9.447504043579102,2.2460196018218994,1.3676422834396362
1759336151353022500,0.1940224609375,9.44759464263916,2.2454843521118164,1.3678926229476929
1759336151363022300,0.204022216796875,9.448077201843262,2.243471145629883,1.367864727973938
1759336151373022500,0.2140224609375,9.448445320129395,2.2420592308044434,1.367637276649475
1759336151383022300,0.224022216796875,9.448973655700684,2.2400875091552734,1.3672192096710205
1759336151393022500,0.2340224609375,9.449402809143066,2.239283561706543,1.3655630350112915
1759336151403022300,0.244022216796875,9.449405670166016,2.2401888370513916,1.3640601634979248
1759336151413022500,0.2540224609375,9.448976516723633,2.2412607669830322,1.3652747869491577
1759336151423021600,0.264021484375,9.448124885559082,2.241746664047241,1.3703595399856567
1759336151433021700,0.274021728515625,9.446778297424316,2.2439513206481934,1.3760201930999756
1759336151443021600,0.284021484375,9.445578575134277,2.2448461055755615,1.3827903270721436
1759336151453021400,0.294021484375,9.444742202758789,2.245299816131592,1.3877496719360352
1759336151463021600,0.304021484375,9.444178581237793,2.245224714279175,1.3916975259780884
1759336151473021400,0.314021484375,9.443482398986816,2.2459897994995117,1.3951895236968994
1759336151483021600,0.324021484375,9.442679405212402,2.247736692428589,1.39780855178833
1759336151493021400,0.334021484375,9.441849708557129,2.2497947216033936,1.4000965356826782
1759336151503021600,0.344021484375,9.441039085388184,2.2512221336364746,1.403266429901123
1759336151513021400,0.354021484375,9.440211296081543,2.252652168273926,1.4065394401550293
1759336151523022300,0.364022216796875,9.439584732055664,2.252685070037842,1.4106829166412354
1759336151533022500,0.3740224609375,9.439193725585938,2.2517147064208984,1.41484534740448
1759336151543022600,0.384022705078125,9.439188957214355,2.24916934967041,1.4189189672470093
1759336151553022500,0.3940224609375,9.439602851867676,2.245072841644287,1.422648310661316
1759336151563022600,0.404022705078125,9.440112113952637,2.2407407760620117,1.4260916709899902
1759336151573022500,0.4140224609375,9.440545082092285,2.2366466522216797,1.4296461343765259
1759336151583022300,0.424022216796875,9.440597534179688,2.2345104217529297,1.4326342344284058
1759336151593022500,0.4340224609375,9.440308570861816,2.234204053878784,1.4350206851959229
1759336151603022300,0.444022216796875,9.439812660217285,2.235067844390869,1.4369319677352905
1759336151613022500,0.4540224609375,9.439398765563965,2.2358133792877197,1.4384987354278564
1759336151623021600,0.464021484375,9.439151763916016,2.236891269683838,1.4384385347366333
1759336151633021700,0.474021728515625,9.439340591430664,2.2369115352630615,1.4371695518493652
1759336151643021600,0.484021484375,9.440017700195312,2.236077070236206,1.434014916419983
1759336151653021700,0.494021728515625,9.441433906555176,2.23402738571167,1.4278756380081177
1759336151663021600,0.504021484375,9.44364070892334,2.2287237644195557,1.4215521812438965
1759336151673021700,0.514021728515625,9.446111679077148,2.221477508544922,1.4164689779281616
1759336151683021600,0.524021484375,9.448501586914062,2.2134909629821777,1.4130303859710693
1759336151693021700,0.534021728515625,9.450241088867188,2.2078728675842285,1.4101849794387817
1759336151703021600,0.544021484375,9.451327323913574,2.20455265045166,1.408093810081482
1759336151713021700,0.554021728515625,9.451809883117676,2.2028586864471436,1.407509446144104
1759336151723022300,0.564022216796875,9.451766014099121,2.2033231258392334,1.4070780277252197
1759336151733022500,0.5740224609375,9.451618194580078,2.2040810585021973,1.4068830013275146
1759336151743022600,0.584022705078125,9.451679229736328,2.203721284866333,1.407036542892456
1759336151753022500,0.5940224609375,9.452066421508789,2.20253586769104,1.4062916040420532
1759336151763022600,0.604022705078125,9.453038215637207,2.19919753074646,1.4049854278564453
1759336151773022500,0.6140224609375,9.454340934753418,2.1948134899139404,1.4030755758285522
1759336151783022300,0.624022216796875,9.455670356750488,2.190892219543457,1.4002341032028198
1759336151793022500,0.6340224609375,9.456944465637207,2.187159299850464,1.397465705871582
1759336151803022300,0.644022216796875,9.457568168640137,2.1855525970458984,1.3957635164260864
1759336151813022500,0.6540224609375,9.457647323608398,2.1856210231781006,1.3951112031936646
1759336151823021600,0.664021484375,9.457169532775879,2.1867520809173584,1.3965811729431152
1759336151833021400,0.674021484375,9.4563627243042,2.188319206237793,1.3995825052261353
1759336151843021300,0.684021240234375,9.455694198608398,2.1885242462158203,1.4037784337997437
1759336151853021400,0.694021484375,9.45541763305664,2.1870954036712646,1.4078621864318848
1759336151863021300,0.704021240234375,9.45551872253418,2.1845779418945312,1.411089301109314
1759336151873021400,0.714021484375,9.456116676330566,2.179997444152832,1.414158582687378
1759336151883021300,0.724021240234375,9.456892013549805,2.1744325160980225,1.4175351858139038
1759336151893021400,0.734021484375,9.457845687866211,2.167667865753174,1.4215320348739624
1759336151903021300,0.744021240234375,9.458747863769531,2.160846471786499,1.425907850265503
1759336151913021400,0.754021484375,9.459603309631348,2.1550991535186768,1.4289193153381348
