seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0500,-0.1053,0.2033,-0.0677,8.8234,-3.7942,-1.9802,-0.0157,-0.0120,0.0027
0.0600,-0.0277,0.2065,-0.0263,8.8238,-3.7945,-1.9781,-0.0028,-0.0286,-0.0043
0.0700,-0.0183,0.1346,0.0148,8.8243,-3.7948,-1.9751,0.0078,-0.0400,-0.0044
0.0800,-0.0213,0.0627,-0.0062,8.8250,-3.7949,-1.9718,0.0168,-0.0453,-0.0030
0.0900,-0.0187,0.0501,-0.0638,8.8259,-3.7946,-1.9685,0.0199,-0.0443,-0.0006
0.1000,0.0030,0.0484,-0.1265,8.8267,-3.7941,-1.9658,0.0181,-0.0344,0.0039
0.1100,0.0236,0.0427,-0.2013,8.8275,-3.7933,-1.9639,0.0106,-0.0194,0.0094
0.1200,0.0325,0.0533,-0.2456,8.8281,-3.7921,-1.9633,0.0005,-0.0016,0.0138
0.1300,0.0275,0.0585,-0.2216,8.8286,-3.7907,-1.9637,-0.0080,0.0127,0.0181
0.1400,-0.0235,0.0386,-0.1421,8.8290,-3.7891,-1.9649,-0.0131,0.0216,0.0181
0.1500,-0.0695,0.0027,-0.0353,8.8292,-3.7880,-1.9665,-0.0108,0.0242,0.0095
0.1600,-0.0811,-0.0375,0.0603,8.8289,-3.7879,-1.9680,-0.0033,0.0132,-0.0035
0.1700,-0.0863,-0.0321,0.0911,8.8285,-3.7887,-1.9684,0.0030,-0.0053,-0.0144
0.1800,-0.0859,0.0109,0.0575,8.8280,-3.7901,-1.9677,0.0080,-0.0138,-0.0211
0.1900,-0.0820,0.0261,0.0073,8.8274,-3.7917,-1.9673,0.0119,-0.0075,-0.0198
0.2000,-0.0754,0.0213,-0.0140,8.8268,-3.7928,-1.9677,0.0159,-0.0001,-0.0107
0.2100,-0.0561,0.0491,-0.0129,8.8266,-3.7929,-1.9685,0.0216,-0.0021,-0.0012
0.2200,-0.0335,0.1057,0.0083,8.8268,-3.7923,-1.9691,0.0233,-0.0081,0.0048
0.2300,-0.0227,0.1434,0.0306,8.8272,-3.7913,-1.9691,0.0203,-0.0100,0.0064
0.2400,-0.0168,0.1209,0.0336,8.8276,-3.7904,-1.9689,0.0163,-0.0083,0.0069
0.2500,0.0125,0.0496,0.0268,8.8280,-3.7895,-1.9688,0.0136,-0.0013,0.0085
0.2600,0.0417,-0.0073,-0.0001,8.8283,-3.7884,-1.9697,0.0116,0.0110,0.0115
