seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.1200,-2.2671,-8.7323,5.8827,8.7733,4.3645,0.3888,0.1687,-0.0941,-0.0596
0.1300,-2.3157,-8.6885,6.0239,8.7748,4.3606,0.3992,0.1687,-0.0941,-0.0596
0.1400,-2.3514,-8.6455,6.1005,8.7777,4.3527,0.4200,0.2013,-0.0996,-0.0810
0.1500,-2.4535,-8.6267,5.9566,8.7817,4.3427,0.4394,0.2552,-0.1020,-0.1305
0.1600,-2.6187,-8.5728,5.6705,8.7872,4.3295,0.4582,0.2334,-0.0912,-0.1399
0.1700,-2.4749,-8.4401,5.2759,8.7927,4.3165,0.4769,0.2328,-0.1246,-0.1358
0.1800,-2.4059,-8.4283,5.2843,8.7980,4.3031,0.4996,0.2212,-0.1849,-0.1651
0.1900,-2.4983,-8.5999,5.5150,8.8049,4.2856,0.5267,0.2063,-0.2169,-0.2286
0.2000,-2.6093,-8.9149,5.8240,8.8146,4.2622,0.5545,0.2155,-0.1969,-0.2934
0.2100,-2.6789,-9.3690,5.7184,8.8275,4.2317,0.5818,0.2357,-0.1627,-0.3516
0.2200,-2.7480,-9.4756,5.4574,8.8431,4.1953,0.6074,0.2395,-0.1305,-0.3779
0.2300,-2.9225,-9.3157,5.5939,8.8596,4.1567,0.6321,0.2251,-0.1438,-0.3514
0.2400,-3.1284,-9.1713,5.6566,8.8739,4.1217,0.6596,0.2404,-0.1710,-0.2738
0.2500,-3.2774,-9.0178,5.4880,8.8850,4.0928,0.6902,0.2658,-0.1727,-0.1983
0.2600,-3.2409,-8.9052,5.1961,8.8931,4.0697,0.7211,0.2640,-0.1543,-0.1246
0.2700,-2.9696,-8.9166,4.9715,8.8980,4.0539,0.7494,0.2566,-0.1269,-0.0749
0.2800,-2.7389,-8.7879,4.8166,8.9027,4.0386,0.7757,0.2538,-0.1258,-0.1114
0.2900,-2.7067,-8.5600,5.0497,8.9088,4.0198,0.8028,0.2475,-0.1482,-0.1610
0.3000,-2.8548,-8.6263,5.3942,8.9172,3.9951,0.8319,0.2381,-0.1562,-0.2329
0.3100,-2.9626,-8.7764,5.4776,8.9284,3.9640,0.8602,0.2340,-0.1207,-0.2753
0.3200,-3.0931,-8.9065,5.2679,8.9409,3.9304,0.8847,0.2184,-0.0920,-0.2716
0.3300,-3.3558,-9.0006,5.1488,8.9530,3.8974,0.9081,0.2182,-0.1036,-0.2468
0.3400,-3.4246,-9.1299,5.1350,8.9635,3.8671,0.9330,0.2243,-0.1171,-0.2050
0.3500,-3.3184,-9.1880,5.0296,8.9722,3.8407,0.9586,0.2264,-0.1158,-0.1574
0.3600,-3.0212,-8.9616,5.0549,8.9783,3.8210,0.9800,0.2139,-0.1188,-0.1250
0.3700,-3.0921,-8.9415,5.0855,8.9845,3.7997,1.0057,0.2237,-0.1597,-0.1394
0.3800,-3.5425,-8.9771,5.0257,8.9908,3.7766,1.0355,0.1885,-0.1353,-0.1702
0.3900,-3.6304,-8.8689,5.1009,9.0033,3.7354,1.0752,0.1119,-0.0285,-0.1623
0.4000,-3.1424,-9.0080,4.9515,9.0245,3.6710,1.1189,0.0624,0.0804,-0.1447
0.4100,-2.8906,-9.0316,4.8239,9.0432,3.6156,1.1476,0.0634,0.0888,-0.1474
0.4200,-3.4179,-9.0405,4.8202,9.0622,3.5567,1.1816,0.0986,0.0016,-0.1790
0.4300,-3.9963,-9.0883,4.5718,9.0810,3.4936,1.2240,0.1096,-0.0283,-0.1763
0.4400,-4.0873,-8.9197,4.3251,9.0979,3.4351,1.2641,0.0450,0.0290,-0.0441
0.4500,-3.8678,-8.9300,4.1935,9.1079,3.3991,1.2895,-0.0283,0.0825,0.1163
0.4600,-3.2868,-8.8268,4.1655,9.1110,3.3869,1.2996,-0.0763,0.1085,0.2246
0.4700,-2.9326,-8.4969,4.6235,9.1052,3.4057,1.2913,-0.1044,0.0884,0.2745
0.4800,-3.0219,-8.3110,5.0898,9.0994,3.4220,1.2887,-0.0822,0.0263,0.2039
0.4900,-3.0456,-8.0972,5.3200,9.0960,3.4301,1.2915,-0.0265,0.0214,0.0861
0.5000,-2.8505,-7.9871,5.3227,9.0961,3.4285,1.2951,0.0260,0.0376,-0.0141
0.5100,-2.7651,-8.1947,5.2043,9.0993,3.4181,1.2999,0.0791,0.0232,-0.0985
0.5200,-3.2097,-8.5166,4.8106,9.1069,3.3935,1.3109,0.1469,-0.0159,-0.2085
0.5300,-3.6201,-8.5816,4.3639,9.1167,3.3620,1.3242,0.1422,-0.0039,-0.2431
0.5400,-3.5452,-8.6402,4.1129,9.1264,3.3311,1.3350,0.0862,0.0250,-0.1516
0.5500,-3.4183,-8.5582,4.2591,9.1324,3.3122,1.3412,0.0469,0.0171,-0.0769
0.5600,-3.4532,-8.5476,4.5051,9.1373,3.2952,1.3498,0.0166,-0.0065,-0.0232
0.5700,-3.2745,-8.4864,4.5390,9.1398,3.2851,1.3574,-0.0030,0.0037,-0.0014
0.5800,-3.3587,-8.6158,4.5671,9.1418,3.2772,1.3628,-0.0219,0.0012,0.0004
0.5900,-3.6020,-8.5952,4.5548,9.1441,3.2678,1.3704,-0.0193,-0.0248,-0.0167
0.6000,-3.6935,-8.5666,4.4789,9.1462,3.2584,1.3784,-0.0311,-0.0106,0.0145
0.6100,-3.5762,-8.5661,4.4069,9.1470,3.2538,1.3841,-0.0492,0.0120,0.0770
0.6200,-3.4643,-8.5178,4.5709,9.1461,3.2551,1.3870,-0.0687,0.0232,0.1214
0.6300,-3.0091,-8.2532,4.7600,9.1441,3.2596,1.3894,-0.0706,0.0122,0.1375
0.6400,-2.6819,-8.4089,4.8964,9.1418,3.2644,1.3934,-0.0461,-0.0195,0.1055
0.6500,-2.5541,-8.4395,5.0168,9.1408,3.2629,1.4031,-0.0073,-0.0762,-0.0108
0.6600,-2.6884,-8.0457,5.1773,9.1435,3.2493,1.4174,0.0227,-0.1157,-0.1737
0.6700,-3.2040,-8.0848,5.2054,9.1507,3.2204,1.4365,0.1033,-0.1615,-0.3268
0.6800,-3.7111,-8.3527,4.9966,9.1614,3.1777,1.4633,0.2157,-0.1959,-0.4042
0.6900,-4.2429,-8.6339,4.2500,9.1727,3.1301,1.4948,0.2742,-0.1727,-0.3702
0.7000,-4.3047,-8.8558,3.7148,9.1827,3.0863,1.5240,0.2613,-0.1061,-0.2633
0.7100,-4.2015,-9.0488,3.6719,9.1897,3.0542,1.5461,0.1844,-0.0599,-0.0993
0.7200,-3.6942,-8.8228,3.7715,9.1916,3.0405,1.5623,0.0395,-0.0131,0.1313
0.7300,-3.2847,-8.4597,4.1552,9.1891,3.0449,1.5684,-0.0590,0.0145,0.2226
0.7400,-3.3189,-8.1517,4.7493,9.1834,3.0598,1.5725,-0.0907,-0.0010,0.1823
0.7500,-3.4749,-8.1280,4.7751,9.1806,3.0664,1.5762,-0.0793,0.0385,0.0964
0.7600,-3.5513,-8.2901,4.5936,9.1804,3.0668,1.5766,-0.0836,0.0829,0.0634
0.7700,-3.6328,-8.3550,4.4357,9.1821,3.0644,1.5716,-0.0971,0.1277,0.0659
0.7800,-3.6957,-8.3333,4.4124,9.1835,3.0633,1.5650,-0.0954,0.1429,0.0866
0.7900,-3.7266,-8.4202,4.4028,9.1848,3.0648,1.5543,-0.0671,0.1536,0.1294
0.8000,-3.5810,-8.3733,4.4465,9.1849,3.0686,1.5465,-0.0427,0.1619,0.1649
