version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-G998B,1759335409894,2025-10-01_16-16-49,Europe/Amsterdam,android,1.46.0,d651947f-a010-41c9-b775-57587eb6961d,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,true
