time,seconds_elapsed,z,y,x
1759348510512463000,0.043463134765625,7.90824156024158,-4.947788995626569,-3.0248110550180076
1759348510522522000,0.053522216796875,7.910269851198792,-4.9457379083156585,-3.022862843559682
1759348510532582100,0.06358203125,7.910956079897284,-4.945535079219937,-3.021398908486962
1759348510542641200,0.07364111328125,7.910414812627434,-4.946565591311455,-3.021126521286368
1759348510552701200,0.083701171875,7.909188485702872,-4.947922266617417,-3.022116993628442
1759348510562761000,0.093760986328125,7.908045160886645,-4.948609079837799,-3.023983956544101
1759348510572820200,0.1038203125,7.907356009578704,-4.948284085667133,-3.0263147375792263
1759348510582880000,0.1138798828125,7.907334966790676,-4.947011581513285,-3.028450580564141
1759348510592939300,0.123939208984375,7.907987293219566,-4.94508207475543,-3.02989814902395
1759348510602999300,0.133999267578125,7.909050538536905,-4.942915836632252,-3.0306574429586526
1759348510613059000,0.14405908203125,7.910089233934879,-4.94097990013361,-3.0311037254214286
1759348510623118000,0.1541181640625,7.910852619522809,-4.9392906318724155,-3.03186535744369
1759348510633178000,0.16417822265625,7.911307377552986,-4.937694302591681,-3.0332772700682282
1759348510643238100,0.174238037109375,7.911347125041484,-4.93613012201488,-3.035718525740504
1759348510653297200,0.184297119140625,7.911051356965303,-4.9343268719851965,-3.0394197183459997
1759348510663357000,0.19435693359375,7.910299077293276,-4.932329560688138,-3.0446143643796444
1759348510673416200,0.204416259765625,7.908810300040245,-4.930422265762091,-3.051564037387073
1759348510683476200,0.214476318359375,7.906793114998936,-4.928653502523899,-3.059637453727424
1759348510693536000,0.224535888671875,7.904457365527748,-4.927292151042819,-3.067856123757362
1759348510703595300,0.23459521484375,7.90193632261753,-4.92643231934309,-3.075721450304985
1759348510713655300,0.2446552734375,7.899228232702613,-4.926048872983455,-3.0832804873824116
1759348510723714000,0.254714111328125,7.8963798575341695,-4.925989836272597,-3.090661829805374
1759348510733774000,0.264774169921875,7.893215256023407,-4.926221306940913,-3.098367874138057
1759348510743834000,0.274834228515625,7.8894269696563475,-4.926744454032183,-3.1071719428405165
1759348510753893000,0.28489306640625,7.884789372983574,-4.927610130950808,-3.117553343862295
1759348510763953200,0.294953125,7.879178547364473,-4.929011229920387,-3.1295012635484336
1759348510774012200,0.30501220703125,7.872886169221997,-4.931048873227835,-3.142101801924407
1759348510784072200,0.315072265625,7.8664722105264655,-4.933521400821209,-3.154261903056502
1759348510794132200,0.32513232421875,7.860233608397841,-4.93627800605297,-3.1654812162071466
1759348510804191200,0.335191162109375,7.854357409840822,-4.939008892321587,-3.1757913055583833
1759348510814251300,0.345251220703125,7.848852382683753,-4.9414796663492915,-3.18554200746119
1759348510824310000,0.35531005859375,7.8435466774910685,-4.943637136644124,-3.1952479934394358
1759348510834370000,0.3653701171875,7.838069707384705,-4.945665427601337,-3.2055335328713057
1759348510844430300,0.375430419921875,7.832128042376041,-4.947694303080439,-3.2169045294523237
1759348510854489000,0.385489013671875,7.82547209161818,-4.950055771514773,-3.2294466156393287
1759348510864549000,0.395549072265625,7.818542584615946,-4.9527112544596195,-3.242133078733086
1759348510874608000,0.405608154296875,7.811833442366122,-4.955376089754701,-3.2542107622787353
1759348510884668200,0.415668212890625,7.8055591844022265,-4.958090024888516,-3.2651132645651697
1759348510894728200,0.425728271484375,7.800022593063115,-4.960568982222676,-3.2745658603042362
1759348510904787000,0.435786865234375,7.795625234887003,-4.962533560293912,-3.2820535857111213
1759348510914847200,0.44584716796875,7.792355419436097,-4.963837044107914,-3.287840936940908
1759348510924907300,0.4559072265625,7.789668372309207,-4.964245040386915,-3.293589125204086
1759348510934966000,0.465966064453125,7.786886048114299,-4.963830614367127,-3.3007837128832933
1759348510945026000,0.476026123046875,7.783660071805119,-4.962737558433413,-3.310022373610735
1759348510955085000,0.4860849609375,7.780061755052208,-4.961128954192996,-3.3208775296241044
1759348510965145600,0.4961455078125,7.776662760263681,-4.958798465418815,-3.3322990873485803
1759348510975205400,0.506205322265625,7.773951163217425,-4.955822664478421,-3.343034708635509
1759348510985264600,0.5162646484375,7.772100566914677,-4.952329561665654,-3.3525016251608726
1759348510995324700,0.52632470703125,7.771123830837011,-4.948589790615439,-3.360278688903153
1759348511005383400,0.536383544921875,7.77052878755331,-4.944794489985704,-3.3672350839123126
1759348511015443500,0.546443359375,7.769501782593131,-4.940945413342118,-3.3752465409323573
1759348511025503500,0.55650341796875,7.767512070080637,-4.937380998858809,-3.385027053451538
1759348511035562500,0.5665625,7.764366757792234,-4.9340135682523245,-3.3971313327431676
1759348511045622500,0.57662255859375,7.760095071822405,-4.9305613819718355,-3.4118723902791737
1759348511055681500,0.586681640625,7.754992195725441,-4.926243518772721,-3.429666405645013
1759348511065741600,0.596741455078125,7.750179242485761,-4.920451491367817,-3.4488068671837446
1759348511075800300,0.60680029296875,7.747052634897828,-4.912394441640377,-3.4672669452428817
1759348511085860600,0.616860595703125,7.745950811135768,-4.9019168867677445,-3.4845132635980844
1759348511095920600,0.626920654296875,7.746736408555507,-4.88961620812118,-3.5000162454172967
1759348511105979400,0.6369794921875,7.748593434599042,-4.877032913140952,-3.513435698960721
1759348511116039400,0.647039306640625,7.750600098246336,-4.866151453642547,-3.5240830574423074
1759348511126099700,0.657099609375,7.752292289116978,-4.857674717198312,-3.532045122362673
1759348511136158500,0.667158447265625,7.753134585160017,-4.851632222163677,-3.538496490459144
1759348511146218500,0.677218505859375,7.75202750070095,-4.8475429070234295,-3.546517299829423
1759348511156277500,0.687277587890625,7.748971035739779,-4.844617667226493,-3.5571766410097476
