seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
2.05,1.2048165190219877,-0.05327507859170433,0.1367817754484713,6.516707999126613,-7.055408633358777,-1.9806912208434198,0.0078792152926326,-0.37933339178562164,-0.6459597051143646
2.06,2.079358588887751,-0.7481924027130007,0.9828994226016103,6.48088499059528,-7.095586037707329,-1.9545712756808848,-0.050860191695392104,-0.38309668004512787,-0.5760130286216736
2.07,1.988493784353137,-1.2089420745193955,1.4092597719416022,6.447550876270235,-7.134850711125136,-1.9215442545436319,-0.11201322078704831,-0.4515902251005173,-0.5990788638591766
2.08,0.9920923444911837,-1.2125208097890017,1.466826921704039,6.407786436636746,-7.181026186844706,-1.8819965264007446,-0.18882609903812406,-0.4328686445951462,-0.7381788194179535
2.09,0.714509913341701,-0.7911597300410271,1.2224215146217494,6.3557920455053445,-7.237271513418852,-1.8422952881965786,-0.25057654082775116,-0.301004409790039,-0.8756944537162781
2.1,1.1634268162742256,-0.04683978484719986,0.5398587912913411,6.291368673172593,-7.301713005930185,-1.8087107793070376,-0.260865181684494,-0.16191482543945304,-1.0077656209468842
2.11,1.3180296412259338,0.5295391303941607,0.12981661261096594,6.212183200515806,-7.375534028944372,-1.7824142354685812,-0.30403681099414825,-0.020890051499009098,-1.1857770085334778
2.12,1.1409779608398674,0.42647155462950465,0.16227219053581354,6.116969260860979,-7.460336464700102,-1.7583067991722374,-0.3914617747068405,0.06726507656276225,-1.3483357429504395
2.13,1.0215022711098192,0.1132557923018932,0.4750470772281289,6.008097967253625,-7.554583897410333,-1.7307311022434382,-0.47681307792663574,0.1102127805352211,-1.4949759244918823
2.14,0.6762663996651768,-0.05206365697532895,0.9075365769729018,5.885342525200546,-7.6572656887277954,-1.7006160960953682,-0.5396691858768463,0.2012391686439514,-1.6473509669303894
2.15,0.11864946803897619,-0.263450737683475,1.2376499172832816,5.746994961740076,-7.767524637301266,-1.6730953442241996,-0.5975984036922455,0.3719472140073776,-1.7948188781738281
2.16,-0.44992549545317884,-0.664949471358955,1.5359444432023912,5.593194685342907,-7.883921650238335,-1.6492948549851774,-0.6734990775585175,0.5355536639690399,-1.9145858883857727
2.17,-0.6393976814731954,-0.9288707491636277,1.8847193754933773,5.426978287225961,-8.004269738888741,-1.624424763753265,-0.7803421020507812,0.6540999412536621,-1.9954759478569033
2.18,-0.7086167636498808,-1.009505251584947,2.1151263601005077,5.250866518038511,-8.126918505696953,-1.5936393840629606,-0.9183275401592255,0.7780600786209106,-2.062746047973633
2.19,-0.9958160411894321,-1.2676365478113292,2.0568473357416686,5.065734699310362,-8.250662374265492,-1.5563095511652527,-1.047250360250473,0.9210634231567383,-2.102017879486084
2.2,-1.2168453949898481,-1.6570368474140762,1.8179378957271577,4.875185385578126,-8.372273906980453,-1.5148468562465163,-1.117555320262909,1.0536942183971405,-2.0867605209350586
2.21,-1.4611433961749076,-1.9676161237582566,1.5591761926427483,4.6838136495470994,-8.488386257757245,-1.472012288452685,-1.1325169801712036,1.1420776844024658,-2.0352879762649536
2.22,-1.6407985370576381,-1.9989479583501815,1.2503376955512908,4.495360577441751,-8.596965582680703,-1.4291547051094473,-1.0980893969535828,1.1537118554115295,-1.9574844837188718
2.23,-1.5647636373862621,-1.7664578838586806,0.8956106499228624,4.3131579440332946,-8.696652868357301,-1.3873200350731612,-1.0158594846725464,1.1074841618537903,-1.8651798963546748
2.24,-1.3733736350461836,-1.4393115035951138,0.5962898496959358,4.137554855020344,-8.787596875607967,-1.3488923970013857,-0.8993445634841919,1.0489901900291443,-1.7982411980628967
2.25,-1.3231982760354875,-1.0097840685263277,0.4564406495008617,3.9647510413371023,-8.871834955479205,-1.3161835749678312,-0.7936858534812927,1.027740240097046,-1.7875696420669556
2.26,-1.460176596969366,-0.5995066928505897,0.5230870316453278,3.789585028567165,-8.95201119273901,-1.2889322876878082,-0.723814457654953,1.055392563343048,-1.8211618661880495
2.27,-1.6534956676758825,-0.4051218926087021,0.6189072666302322,3.6089598736085,-9.029603550985456,-1.2657158088818192,-0.6813051700592041,1.0990013480186462,-1.869194030761719
2.28,-1.884907445411384,-0.3688692604884505,0.7270419165261089,3.421984618970752,-9.1051357618317,-1.24351610590294,-0.683036595582962,1.1365907192230225,-1.9217144846916199
2.29,-2.0935889204226434,-0.5015177355244755,0.8479755134468898,3.228814455215633,-9.178987472245097,-1.2166077137764542,-0.7426497042179108,1.1529260873794556,-1.9690402150154114
2.3,-2.1133444451197985,-0.8636506734952331,0.8046724148258566,3.0314461091183125,-9.250803877438603,-1.1797390686497091,-0.829010546207428,1.1342894434928894,-1.9881275892257688
2.31,-1.9514704601213335,-1.3556199516907332,0.4013678738374262,2.8337336257584393,-9.319226840801537,-1.131748944723606,-0.8912132978439331,1.0703495144844055,-1.9689552783966064
2.32,-1.7775418801918623,-1.7823133323773739,-0.2013498900141567,2.639828571857512,-9.382671431230008,-1.0752832533970476,-0.899017870426178,0.9525280296802521,-1.9101742506027224
2.33,-1.5797054781913755,-2.082015533137321,-0.7158733837146312,2.4544121640343217,-9.439631043553351,-1.0148351413708179,-0.8508433699607849,0.7916955649852753,-1.8067882061004639
2.34,-1.4065252324111759,-2.2553528691753746,-0.953594636857882,2.282129524680972,-9.489179502837358,-0.9536862971967085,-0.7793502509593964,0.568726047873497,-1.6666402220726013
2.35,-1.3583142322760073,-2.256525127825141,-0.9045608490977435,2.1270024566594508,-9.531177400611341,-0.8923623156514018,-0.7024639546871185,0.26570549979805946,-1.490985631942749
2.36,-1.2698538585346189,-2.0365575580373405,-0.7755446661494672,1.992828014165163,-9.565818798142672,-0.8301416044620797,-0.640842616558075,-0.07968313619494441,-1.2835437059402466
2.37,-1.1306338230885564,-1.5437313707515594,-0.5996304288281127,1.8815902106221767,-9.593796061609684,-0.7650645539935679,-0.6117875874042511,-0.43566304445266724,-1.068713665008545
2.38,-1.078305523827672,-0.8710413682684301,-0.4730544786388054,1.7922265313655137,-9.616235272432863,-0.6952411857808009,-0.6075612306594849,-0.763209342956543,-0.8753707706928253
2.39,-1.0488406521514058,-0.24043431149423122,-0.3795119062623009,1.7211623327787966,-9.634375617018343,-0.619842885246221,-0.6220775544643402,-1.0452251434326172,-0.7213610410690308
2.4,-1.1515671593934298,0.09887392346709961,-0.32185614663464945,1.6628038865081964,-9.64949398343414,-0.5387096760551445,-0.6385544836521149,-1.2847352623939514,-0.6296195387840271
2.41,-1.2898279213532806,0.06955079834908245,-0.36978551681684324,1.6096034075226635,-9.662817575387656,-0.455017009905912,-0.6153734624385834,-1.4279184937477112,-0.6132788956165314
2.42,-1.2258978854954243,-0.0879851574450731,-0.4355259996301494,1.5544271714847535,-9.675269937464595,-0.3755099771445617,-0.5445889234542847,-1.450910747051239,-0.6509751081466675
2.43,-1.1414727586194873,-0.0886067964747548,-0.33225758579745884,1.4923729394361376,-9.687517132358252,-0.30497421374558464,-0.45714420080184937,-1.383366584777832,-0.726863443851471
2.44,-1.1196516796946525,0.0131105337247252,-0.1755480069580022,1.420123695783317,-9.700050450716912,-0.24575669382708137,-0.3618842512369156,-1.242512583732605,-0.8286946713924408
2.45,-0.8939738425012678,0.21424626953154793,-0.047998973952839155,1.3369007843039928,-9.71294266551584,-0.19852901477399276,-0.2866712361574173,-1.0244335532188416,-0.9245143532752991
2.46,-0.47689752740040414,0.562935204039514,0.22975664920592676,1.2443886874863876,-9.725920220510663,-0.1603248878263635,-0.2646770477294922,-0.7340418100357056,-0.9966107904911039
2.47,-0.03508198090568185,0.9516171262398361,0.5249882256241515,1.1453927450748158,-9.738562552201747,-0.1265034375089453,-0.29043519496917725,-0.41405487060546875,-1.0378567576408386
