time,seconds_elapsed,z,y,x
1759440922493761300,0.06476123046875,-0.015042556449770927,-0.05062545835971832,-0.04505131021142006
1759440922527049500,0.098049560546875,-0.015042556449770927,-0.05062545835971832,-0.04505131021142006
1759440922537049300,0.10804931640625,0.010002918541431427,0.02756529487669468,0.03375030308961868
1759440922547049000,0.118049072265625,0.011224648915231228,0.02756529487669468,0.02519819140434265
1759440922557048800,0.128048828125,0.01061378326267004,0.023289237171411514,0.018478672951459885
1759440922567048700,0.138048583984375,0.008170322515070438,0.00862847175449133,0.009926560334861279
1759440922577048600,0.148048583984375,0.0020616701804101467,-0.013973542489111423,-0.0029016099870204926
1759440922587048400,0.15804833984375,-0.005268712528049946,-0.0365755558013916,-0.01817324012517929
1759440922597048300,0.16804833984375,-0.013209961354732513,-0.053068917244672775,-0.028557950630784035
1759440922607048200,0.178048095703125,-0.021151209250092506,-0.06345362961292267,-0.04199698567390442
1759440922617048000,0.188048095703125,-0.024205535650253296,-0.056123245507478714,-0.04688390716910362
1759440922627048000,0.1980478515625,-0.025427265092730522,-0.032299499958753586,-0.03649919852614403
1759440922637047800,0.2080478515625,-0.023594669997692108,-0.020082194358110428,-0.01817324012517929
1759440922647048000,0.2180478515625,-0.019318614155054092,-0.007864889688789845,-0.005955935921519995
1759440922657047800,0.2280478515625,-0.012599095702171326,0.00985020212829113,0.006261368747800589
1759440922667047700,0.238047607421875,-0.007712173741310835,0.020845776423811913,0.01542434748262167
1759440922677047800,0.2480478515625,-0.004657847341150045,0.020845776423811913,0.01664607785642147
1759440922687047700,0.258047607421875,-0.002825251780450344,0.014737123623490334,0.019089538604021072
1759440922697047600,0.268047607421875,-0.004657847341150045,-0.005421428941190243,0.006261368747800589
1759440922707047400,0.27804736328125,-0.008323038928210735,-0.027412578463554382,-0.010842857882380486
1759440922717047600,0.288047607421875,-0.011988230049610138,-0.041462477296590805,-0.016951510682702065
1759440922727047400,0.29804736328125,-0.015042556449770927,-0.05367978289723396,-0.026114489883184433
1759440922737047300,0.30804736328125,-0.015653422102332115,-0.07261660695075989,-0.03955352306365967
1759440922747047400,0.31804736328125,-0.012599095702171326,-0.07933612167835236,-0.040164388716220856
1759440922757047300,0.32804736328125,-0.005879578180611134,-0.08361218124628067,-0.048105638474226
1759440922767047400,0.33804736328125,-0.004046982154250145,-0.0768926590681076,-0.04688390716910362
1759440922776625400,0.34762548828125,-0.0071013085544109344,-0.06650795042514801,-0.04260785132646561
1759440922786625300,0.357625244140625,-0.016264287754893303,-0.05367978289723396,-0.027947084978222847
1759440922796625200,0.367625244140625,-0.025427265092730522,-0.047571130096912384,-0.019394971430301666
1759440922806625300,0.377625244140625,-0.03153591975569725,-0.038408152759075165,-0.004123340360820293
1759440922816625200,0.387625244140625,-0.033368512988090515,-0.026190847158432007,0.012980886735022068
1759440922826625300,0.397625244140625,-0.030925052240490913,-0.0164170041680336,0.022143865004181862
1759440922836625200,0.407625244140625,-0.025427265092730522,-0.010919216088950634,0.024587325751781464
1759440922846625300,0.417625244140625,-0.012599095702171326,-0.007254024967551231,0.023976460099220276
1759440922856625200,0.427625244140625,-0.004046982154250145,-0.014584408141672611,0.01664607785642147
1759440922866625300,0.437625244140625,0.004505131393671036,-0.026801712810993195,0.008704829961061478
1759440922876625200,0.447625244140625,0.01061378326267004,-0.046960264444351196,-0.008399397134780884
1759440922886625300,0.457625244140625,0.01488984003663063,-0.06284276396036148,-0.02428189292550087
1759440922896625200,0.467625244140625,0.016722436994314194,-0.07628180086612701,-0.03894266113638878
1759440922906625300,0.477625244140625,0.015500705689191818,-0.0817795842885971,-0.04749477282166481
1759440922916625200,0.487625244140625,0.008781188167631626,-0.08972083032131195,-0.05665775015950203
1759440922926625300,0.497625244140625,0.0020616701804101467,-0.09582948684692383,-0.06398813426494598
1759440922936625200,0.507625244140625,-0.004657847341150045,-0.09277515858411789,-0.05849034711718559
1759440922946625300,0.517625244140625,-0.011988230049610138,-0.08972083032131195,-0.0633772686123848
1759440922956625200,0.527625244140625,-0.01687515154480934,-0.0768926590681076,-0.06520986557006836
1759440922966625300,0.537625244140625,-0.021151209250092506,-0.03962988406419754,-0.04505131021142006
1759440922976625200,0.547625244140625,-0.019318614155054092,-0.01947133056819439,-0.023060163483023643
1759440922986625300,0.557625244140625,-0.011377365328371525,-0.0035888333804905415,0.00015271631127689034
1759440922996625200,0.567625244140625,-0.006490443367511034,0.004963280167430639,0.01725694350898266
1759440923006625300,0.577625244140625,-0.004657847341150045,0.00985020212829113,0.023976460099220276
1759440923016625200,0.587625244140625,-0.005268712528049946,0.013515393249690533,0.018478672951459885
1759440923026625300,0.597625244140625,-0.005268712528049946,0.022067507728934288,0.014813481830060482
1759440923036625200,0.607625244140625,-0.008323038928210735,0.023900102823972702,0.014813481830060482
1759440923046625300,0.617625244140625,-0.013209961354732513,0.010461067780852318,0.01664607785642147
1759440923056625200,0.627625244140625,-0.015653422102332115,-0.008475755341351032,0.020922135561704636
1759440923066625300,0.637625244140625,-0.012599095702171326,-0.020693060010671616,0.016035212203860283
1759440923076625200,0.647625244140625,-0.004657847341150045,-0.0164170041680336,-0.010231993161141872
1759440923086625300,0.657625244140625,-0.0034361169673502445,0.0006872233934700489,-0.02367102913558483
1759440923096625200,0.667625244140625,-0.004046982154250145,0.011071932502090931,-0.022449297830462456
1759440923106625300,0.677625244140625,-0.005268712528049946,-0.0017562375869601965,-0.01572977937757969
1759440923116625200,0.687625244140625,-0.008323038928210735,-0.020693060010671616,0.0007635815418325365
1759440923126625300,0.697625244140625,-0.009544769302010536,-0.02863430790603161,0.009926560334861279
1759440923136625200,0.707625244140625,-0.008323038928210735,-0.032910365611314774,0.00809396430850029
1759440923146625300,0.717625244140625,-0.006490443367511034,-0.03474296256899834,-0.004734205547720194
1759440923156625200,0.727625244140625,-0.004657847341150045,-0.03352123126387596,-0.021838432177901268
1759440923166625300,0.737625244140625,-0.0034361169673502445,-0.03474296256899834,-0.031001411378383636
1759440923176625200,0.747625244140625,-0.002825251780450344,-0.043905939906835556,-0.03894266113638878
1759440923186625300,0.757625244140625,0.00022907447419129312,-0.0518471859395504,-0.03894266113638878
1759440923196625200,0.767625244140625,0.00022907447419129312,-0.06589708477258682,-0.03955352306365967
1759440923206625300,0.777625244140625,0.005726861767470837,-0.06895141303539276,-0.03344487398862839
1759440923216625200,0.787625244140625,0.00939205288887024,-0.06956227868795395,-0.03222314268350601
1759440923226625300,0.797625244140625,0.01488984003663063,-0.06406449526548386,-0.0377209298312664
1759440923236625200,0.807625244140625,0.01488984003663063,-0.06528622657060623,-0.05360342562198639
1759440923246625300,0.817625244140625,0.016111571341753006,-0.06772968173027039,-0.05910121276974678
1759440923256625200,0.827625244140625,0.014278975315392017,-0.07322747260332108,-0.054825156927108765
1759440923266625300,0.837625244140625,0.013057244941592216,-0.0817795842885971,-0.05115996301174164
1759440923276625200,0.847625244140625,0.014278975315392017,-0.07811439037322998,-0.040164388716220856
1759440923286625300,0.857625244140625,0.012446379289031029,-0.06895141303539276,-0.028557950630784035
1759440923296625200,0.867625244140625,0.010002918541431427,-0.055512379854917526,-0.019394971430301666
1759440923306625300,0.877625244140625,0.0069485921412706375,-0.035353824496269226,-0.0065668015740811825
1759440923316625200,0.887625244140625,0.005115996580570936,-0.02802344225347042,-0.0010690141934901476
1759440923326625300,0.897625244140625,0.006337726954370737,-0.0188604649156332,0.004428773187100887
1759440923336625200,0.907625244140625,0.006337726954370737,-0.010308351367712021,0.01237002108246088
1759440923346625300,0.917625244140625,0.007559457328170538,-0.0029779679607599974,0.01664607785642147
1759440923356625200,0.927625244140625,0.005726861767470837,-0.002367102773860097,0.017867809161543846
1759440923366625300,0.937625244140625,0.002672535367310047,-0.002367102773860097,0.01542434748262167
1759440923376625200,0.947625244140625,-0.0022143865935504436,0.0031306843739002943,0.00931569468230009
1759440923386625300,0.957625244140625,-0.005879578180611134,0.01290452852845192,0.006872233934700489
1759440923396625200,0.967625244140625,-0.009544769302010536,0.019624045118689537,0.014202617108821869
1759440923406625300,0.977625244140625,-0.011377365328371525,0.017791450023651123,0.024587325751781464
1759440923416625200,0.987625244140625,-0.011377365328371525,0.011071932502090931,0.035582900047302246
