seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0300,0.4070,-0.0324,0.1017,2.4138,-8.9089,3.3129,-0.0118,-0.2498,-0.2012
0.0400,0.5693,-0.0854,0.1566,2.3938,-8.9122,3.3186,-0.0184,-0.0912,-0.1155
0.0500,0.8168,-0.1310,0.1963,2.3875,-8.9133,3.3202,-0.0130,0.0814,-0.0206
0.0600,0.8957,-0.0797,0.1271,2.3951,-8.9125,3.3169,-0.0006,0.2449,0.0667
0.0700,0.7839,-0.0203,0.0643,2.4148,-8.9102,3.3087,0.0119,0.3764,0.1367
0.0800,0.5711,0.0260,0.0710,2.4434,-8.9067,3.2972,0.0143,0.4573,0.1853
0.0900,0.3111,0.0552,0.1099,2.4768,-8.9021,3.2844,0.0064,0.4894,0.2057
0.1000,0.0545,0.0405,0.1358,2.5110,-8.8971,3.2721,-0.0085,0.4828,0.1956
0.1100,-0.1576,0.0006,0.1455,2.5423,-8.8919,3.2619,-0.0260,0.4363,0.1621
0.1200,-0.3162,-0.0515,0.1186,2.5676,-8.8874,3.2546,-0.0350,0.3435,0.1137
0.1300,-0.4226,-0.0859,0.0248,2.5845,-8.8841,3.2501,-0.0305,0.2269,0.0543
0.1400,-0.4668,-0.0986,-0.0634,2.5922,-8.8827,3.2478,-0.0193,0.1249,-0.0081
0.1500,-0.4145,-0.0748,-0.0858,2.5918,-8.8832,3.2469,-0.0095,0.0539,-0.0623
0.1600,-0.3055,0.0015,-0.0661,2.5855,-8.8851,3.2466,-0.0014,0.0134,-0.1008
0.1700,-0.2280,0.0919,-0.0413,2.5757,-8.8880,3.2464,0.0028,-0.0033,-0.1201
0.1800,-0.2115,0.1438,-0.0022,2.5647,-8.8912,3.2464,-0.0013,-0.0002,-0.1224
0.1900,-0.2116,0.1166,0.0605,2.5546,-8.8942,3.2463,-0.0048,0.0248,-0.1121
0.2000,-0.1712,0.0191,0.1132,2.5469,-8.8966,3.2455,-0.0047,0.0697,-0.0938
0.2100,-0.0139,-0.0712,0.1501,2.5428,-8.8986,3.2434,-0.0032,0.1233,-0.0683
0.2200,0.1922,-0.1179,0.1486,2.5431,-8.8999,3.2396,0.0029,0.1836,-0.0371
0.2300,0.3298,-0.0860,0.0960,2.5482,-8.9008,3.2330,0.0188,0.2641,-0.0124
0.2400,0.3482,0.0728,0.0305,2.5578,-8.9019,3.2224,0.0374,0.3562,-0.0001
0.2500,0.2759,0.1859,0.0275,2.5708,-8.9033,3.2083,0.0458,0.4384,0.0008
0.2600,0.1983,0.1527,0.1020,2.5857,-8.9048,3.1919,0.0435,0.5019,-0.0076
0.2700,0.1117,0.0800,0.1620,2.6013,-8.9066,3.1743,0.0422,0.5482,-0.0218
0.2800,0.0294,0.0251,0.1947,2.6165,-8.9088,3.1555,0.0464,0.5819,-0.0409
0.2900,-0.0569,0.0231,0.2179,2.6308,-8.9116,3.1356,0.0485,0.5988,-0.0585
0.3000,-0.1132,0.0425,0.2308,2.6436,-8.9149,3.1154,0.0468,0.5952,-0.0768
0.3100,-0.2779,0.0745,0.1849,2.6538,-8.9188,3.0956,0.0467,0.5753,-0.1057
0.3200,-0.4361,0.0618,0.1453,2.6600,-8.9236,3.0764,0.0503,0.5430,-0.1433
0.3300,-0.4354,0.0222,0.1708,2.6617,-8.9295,3.0577,0.0512,0.5070,-0.1781
0.3400,-0.2446,-0.0591,0.2668,2.6596,-8.9361,3.0403,0.0427,0.4708,-0.2007
0.3500,-0.0511,-0.1404,0.3606,2.6548,-8.9426,3.0251,0.0302,0.4235,-0.2092
0.3600,0.0031,0.0612,0.1598,2.6480,-8.9490,3.0121,0.0231,0.3712,-0.2115
0.3700,0.0197,0.2885,-0.1484,2.6394,-8.9552,3.0013,0.0158,0.3123,-0.2099
