seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0300,-0.2096,0.0711,0.0656,1.9448,-8.9375,3.5368,0.0019,0.0480,0.0035
0.0400,-0.2455,0.1159,0.0308,1.9457,-8.9375,3.5363,-0.0065,0.0181,-0.0085
0.0500,-0.1798,0.0881,-0.0156,1.9449,-8.9374,3.5371,-0.0152,0.0013,-0.0135
0.0600,-0.0727,-0.0038,-0.0582,1.9438,-8.9371,3.5384,-0.0167,-0.0009,-0.0116
0.0700,0.0089,-0.0855,-0.1004,1.9429,-8.9367,3.5399,-0.0149,-0.0061,-0.0069
0.0800,0.0216,-0.1129,-0.1290,1.9419,-8.9364,3.5412,-0.0098,-0.0215,-0.0045
0.0900,0.0027,-0.0898,-0.1526,1.9402,-8.9363,3.5423,-0.0009,-0.0459,-0.0061
0.1000,-0.0131,-0.0432,-0.1487,1.9375,-8.9366,3.5432,0.0064,-0.0714,-0.0091
0.1100,-0.0220,-0.0061,-0.1050,1.9338,-8.9370,3.5441,0.0074,-0.0839,-0.0089
0.1200,-0.0100,0.0242,-0.0711,1.9303,-8.9373,3.5452,-0.0003,-0.0749,-0.0038
0.1300,0.0212,0.0286,-0.0764,1.9281,-8.9372,3.5468,-0.0078,-0.0473,0.0033
0.1400,0.0418,-0.0256,-0.0734,1.9275,-8.9367,3.5483,-0.0140,-0.0178,0.0102
0.1500,0.0047,-0.0776,-0.0590,1.9283,-8.9359,3.5500,-0.0192,0.0002,0.0139
0.1600,-0.0671,-0.0822,-0.0597,1.9298,-8.9349,3.5516,-0.0199,0.0062,0.0159
0.1700,-0.0989,-0.0577,-0.0391,1.9315,-8.9339,3.5531,-0.0177,0.0045,0.0168
0.1800,-0.0914,-0.0272,0.0023,1.9330,-8.9331,3.5544,-0.0122,0.0005,0.0149
0.1900,-0.0771,-0.0055,0.0171,1.9342,-8.9325,3.5552,-0.0068,-0.0043,0.0130
0.2000,-0.0593,0.0251,0.0338,1.9351,-8.9320,3.5560,-0.0076,-0.0136,0.0139
0.2100,-0.0503,0.0411,0.0430,1.9357,-8.9313,3.5573,-0.0137,-0.0250,0.0141
0.2200,-0.0387,0.0169,0.0154,1.9359,-8.9306,3.5591,-0.0150,-0.0245,0.0110
0.2300,0.0016,-0.0246,-0.0011,1.9361,-8.9300,3.5605,-0.0129,-0.0100,0.0065
0.2400,-0.0179,-0.0222,-0.0393,1.9364,-8.9295,3.5617,-0.0124,0.0000,0.0035
0.2500,-0.0643,0.0025,-0.0784,1.9365,-8.9290,3.5628,-0.0133,-0.0015,0.0013
0.2600,-0.0743,0.0090,-0.1021,1.9364,-8.9284,3.5643,-0.0174,-0.0056,-0.0006
0.2700,-0.1035,0.0299,-0.1426,1.9361,-8.9277,3.5663,-0.0225,-0.0074,-0.0003
0.2800,-0.1268,0.0507,-0.1598,1.9360,-8.9268,3.5686,-0.0272,-0.0028,0.0012
0.2900,-0.1195,0.0161,-0.1196,1.9363,-8.9257,3.5711,-0.0299,0.0128,0.0037
0.3000,-0.0944,-0.0671,-0.0329,1.9375,-8.9246,3.5731,-0.0259,0.0404,0.0025
0.3100,-0.0649,-0.1431,0.0423,1.9395,-8.9239,3.5740,-0.0186,0.0684,-0.0031
0.3200,-0.0478,-0.1603,0.0656,1.9417,-8.9233,3.5741,-0.0161,0.0736,-0.0077
0.3300,-0.0537,-0.1053,0.0199,1.9432,-8.9229,3.5744,-0.0179,0.0552,-0.0103
0.3400,-0.0509,-0.0363,-0.0666,1.9438,-8.9226,3.5749,-0.0149,0.0353,-0.0117
0.3500,-0.0163,0.0023,-0.1411,1.9438,-8.9225,3.5751,-0.0060,0.0253,-0.0106
