seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0300,0.0087,0.0398,-0.1057,2.2366,-9.5028,0.9296,-0.0245,-0.0666,0.0867
0.0400,0.0029,0.0777,-0.0975,2.2441,-9.5006,0.9339,-0.0258,-0.0952,0.0874
0.0500,-0.0263,0.1083,-0.1570,2.2513,-9.4985,0.9386,-0.0241,-0.1124,0.0817
0.0600,-0.0876,0.1150,-0.1876,2.2575,-9.4965,0.9435,-0.0242,-0.1163,0.0708
0.0700,-0.1370,0.0813,-0.1976,2.2624,-9.4949,0.9482,-0.0219,-0.0980,0.0538
0.0800,-0.1554,0.0387,-0.2136,2.2658,-9.4937,0.9518,-0.0154,-0.0527,0.0304
0.0900,-0.1680,-0.0048,-0.2061,2.2672,-9.4932,0.9535,-0.0082,-0.0113,0.0061
0.1000,-0.1630,0.0033,-0.1615,2.2670,-9.4931,0.9545,-0.0106,-0.0053,-0.0059
0.1100,-0.0804,0.0495,-0.1157,2.2664,-9.4931,0.9563,-0.0206,-0.0254,-0.0029
0.1200,0.0143,0.0611,-0.1060,2.2661,-9.4929,0.9595,-0.0254,-0.0526,0.0046
0.1300,0.0619,0.0404,-0.1247,2.2660,-9.4925,0.9632,-0.0193,-0.0677,0.0066
0.1400,0.0885,0.0283,-0.1468,2.2657,-9.4923,0.9659,-0.0073,-0.0624,0.0007
0.1500,0.0754,0.0427,-0.1456,2.2651,-9.4923,0.9676,-0.0017,-0.0546,-0.0009
0.1600,0.0838,-0.0120,-0.0953,2.2648,-9.4922,0.9688,0.0016,-0.0462,0.0041
0.1700,0.1039,-0.0752,-0.0521,2.2650,-9.4921,0.9697,0.0001,-0.0406,0.0087
0.1800,0.0723,-0.0647,-0.0410,2.2656,-9.4918,0.9712,-0.0134,-0.0547,0.0135
0.1900,0.0130,-0.0646,-0.0607,2.2666,-9.4912,0.9745,-0.0235,-0.0867,0.0198
0.2000,-0.0216,-0.0686,-0.1004,2.2675,-9.4906,0.9787,-0.0156,-0.1026,0.0182
0.2100,-0.0323,-0.0353,-0.0562,2.2675,-9.4902,0.9819,-0.0058,-0.0934,0.0023
0.2200,-0.0698,0.0522,0.0493,2.2660,-9.4903,0.9846,-0.0098,-0.0871,-0.0162
