version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 16 Pro Max,1759347716611,2025-10-01_19-41-56,Europe/Amsterdam,ios,1.46,1e218870-8973-4b33-ae82-aacf2ae0995f,Accelerometer|Gravity|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10,true
