seconds_elapsed,acc_z,acc_y,acc_x,grav_z,grav_y,grav_x,gyro_z,gyro_y,gyro_x
0.0600,-0.0706,-0.0433,0.0903,2.6281,-9.3089,-1.6146,-0.0123,-0.0230,0.0159
0.0700,-0.1113,-0.0326,0.0743,2.6295,-9.3088,-1.6134,-0.0022,-0.0129,0.0028
0.0800,-0.1463,0.0051,0.1135,2.6291,-9.3089,-1.6133,0.0073,-0.0040,-0.0180
0.0900,-0.1461,0.0517,0.1745,2.6264,-9.3094,-1.6144,0.0160,0.0015,-0.0400
0.1000,-0.0540,0.1063,0.2302,2.6220,-9.3104,-1.6160,0.0145,0.0106,-0.0504
0.1100,0.0702,0.1280,0.2419,2.6171,-9.3116,-1.6172,0.0029,0.0194,-0.0456
0.1200,0.0998,0.0956,0.1639,2.6132,-9.3127,-1.6174,-0.0042,0.0104,-0.0338
0.1300,0.0450,0.0630,0.0352,2.6105,-9.3135,-1.6169,-0.0026,-0.0144,-0.0244
0.1400,0.0062,0.0771,-0.0604,2.6089,-9.3141,-1.6162,0.0029,-0.0388,-0.0212
0.1500,0.0173,0.0779,-0.0849,2.6077,-9.3145,-1.6154,0.0064,-0.0485,-0.0199
0.1600,0.0240,0.0260,-0.0796,2.6066,-9.3149,-1.6150,0.0122,-0.0457,-0.0209
0.1700,0.0037,-0.0323,-0.0738,2.6051,-9.3152,-1.6155,0.0249,-0.0397,-0.0263
0.1800,-0.0340,-0.0590,-0.0203,2.6029,-9.3156,-1.6174,0.0359,-0.0360,-0.0359
0.1900,-0.0531,-0.0296,0.0598,2.5997,-9.3160,-1.6198,0.0371,-0.0312,-0.0454
0.2000,-0.0509,-0.0150,0.1113,2.5956,-9.3167,-1.6224,0.0350,-0.0220,-0.0518
0.2100,-0.0529,-0.0144,0.1498,2.5908,-9.3175,-1.6252,0.0354,-0.0132,-0.0576
0.2200,-0.0538,0.0170,0.1840,2.5855,-9.3185,-1.6282,0.0346,-0.0055,-0.0603
0.2300,-0.0560,0.0265,0.2116,2.5800,-9.3195,-1.6312,0.0315,-0.0030,-0.0580
0.2400,-0.0532,0.0086,0.2246,2.5749,-9.3204,-1.6339,0.0283,-0.0069,-0.0518
0.2500,-0.0138,-0.0192,0.2356,2.5707,-9.3212,-1.6363,0.0277,-0.0057,-0.0390
0.2600,0.0326,-0.0472,0.2638,2.5677,-9.3216,-1.6387,0.0261,-0.0005,-0.0267
0.2700,0.0511,-0.0526,0.2809,2.5653,-9.3218,-1.6410,0.0218,0.0070,-0.0214
0.2800,0.0540,-0.0390,0.2614,2.5631,-9.3220,-1.6432,0.0196,0.0143,-0.0217
0.2900,0.0631,-0.0193,0.2411,2.5608,-9.3223,-1.6456,0.0222,0.0214,-0.0216
0.3000,0.0780,0.0129,0.2591,2.5587,-9.3223,-1.6486,0.0281,0.0288,-0.0173
0.3100,0.0635,0.0433,0.2829,2.5567,-9.3222,-1.6521,0.0317,0.0296,-0.0140
0.3200,0.0393,0.0407,0.2809,2.5550,-9.3221,-1.6557,0.0312,0.0258,-0.0130
0.3300,0.0290,0.0017,0.2564,2.5534,-9.3219,-1.6591,0.0283,0.0205,-0.0137
0.3400,0.0591,-0.0113,0.2180,2.5518,-9.3218,-1.6621,0.0268,0.0210,-0.0130
0.3500,0.0997,0.0106,0.1724,2.5503,-9.3217,-1.6650,0.0257,0.0302,-0.0120
0.3600,0.1018,0.0101,0.1470,2.5485,-9.3217,-1.6680,0.0242,0.0408,-0.0163
0.3700,0.0829,-0.0028,0.1508,2.5458,-9.3218,-1.6713,0.0223,0.0505,-0.0278
0.3800,0.0529,0.0031,0.1797,2.5416,-9.3224,-1.6745,0.0201,0.0525,-0.0445
0.3900,0.0120,-0.0211,0.2131,2.5358,-9.3234,-1.6774,0.0193,0.0371,-0.0616
0.4000,-0.0465,-0.0471,0.2371,2.5287,-9.3250,-1.6796,0.0166,0.0035,-0.0807
0.4100,-0.0741,-0.0501,0.2675,2.5206,-9.3270,-1.6804,0.0089,-0.0288,-0.0973
0.4200,-0.0443,-0.0778,0.2773,2.5115,-9.3295,-1.6800,0.0015,-0.0426,-0.1077
0.4300,-0.0251,-0.0645,0.2501,2.5016,-9.3324,-1.6788,-0.0034,-0.0419,-0.1187
0.4400,-0.0284,-0.0231,0.2039,2.4906,-9.3356,-1.6772,-0.0078,-0.0304,-0.1310
