version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-G998B,1759440971950,2025-10-02_21-36-11,Europe/Amsterdam,android,1.46.0,d651947f-a010-41c9-b775-57587eb6961d,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration,10|10|10||10,true
